T05,Proportion of seats held by women in national parliament,,,,,,,
Region/Country/Area,,Year,Series,Last Election Date,Last Election Date footnote,Value,Footnotes,Source
276,Germany,2000,"Seats held by women in national parliament, as of February (%)",2017-09,,30.9000,,"Inter-Parliamentary Union (IPU), Geneva, ""Women in National Parliament"" dataset and the Millennium Development Goals Indicators database, last accessed March 2019."
276,Germany,2005,"Seats held by women in national parliament, as of February (%)",2017-09,,32.8000,,"Inter-Parliamentary Union (IPU), Geneva, ""Women in National Parliament"" dataset and the Millennium Development Goals Indicators database, last accessed March 2019."
276,Germany,2010,"Seats held by women in national parliament, as of February (%)",2017-09,,32.8000,,"Inter-Parliamentary Union (IPU), Geneva, ""Women in National Parliament"" dataset and the Millennium Development Goals Indicators database, last accessed March 2019."
276,Germany,2015,"Seats held by women in national parliament, as of February (%)",2017-09,,36.5000,,"Inter-Parliamentary Union (IPU), Geneva, ""Women in National Parliament"" dataset and the Millennium Development Goals Indicators database, last accessed March 2019."
276,Germany,2016,"Seats held by women in national parliament, as of February (%)",2017-09,,36.5000,,"Inter-Parliamentary Union (IPU), Geneva, ""Women in National Parliament"" dataset and the Millennium Development Goals Indicators database, last accessed March 2019."
276,Germany,2017,"Seats held by women in national parliament, as of February (%)",2017-09,,37.0000,,"Inter-Parliamentary Union (IPU), Geneva, ""Women in National Parliament"" dataset and the Millennium Development Goals Indicators database, last accessed March 2019."
276,Germany,2018,"Seats held by women in national parliament, as of February (%)",2017-09,,30.7000,,"Inter-Parliamentary Union (IPU), Geneva, ""Women in National Parliament"" dataset and the Millennium Development Goals Indicators database, last accessed March 2019."
276,Germany,2019,"Seats held by women in national parliament, as of February (%)",2017-09,,30.8900,,"Inter-Parliamentary Union (IPU), Geneva, ""Women in National Parliament"" dataset and the Millennium Development Goals Indicators database, last accessed March 2019."
288,Ghana,2000,"Seats held by women in national parliament, as of February (%)",2016-12,,9.0000,,"Inter-Parliamentary Union (IPU), Geneva, ""Women in National Parliament"" dataset and the Millennium Development Goals Indicators database, last accessed March 2019."
288,Ghana,2005,"Seats held by women in national parliament, as of February (%)",2016-12,,10.9000,,"Inter-Parliamentary Union (IPU), Geneva, ""Women in National Parliament"" dataset and the Millennium Development Goals Indicators database, last accessed March 2019."
288,Ghana,2010,"Seats held by women in national parliament, as of February (%)",2016-12,,8.3000,,"Inter-Parliamentary Union (IPU), Geneva, ""Women in National Parliament"" dataset and the Millennium Development Goals Indicators database, last accessed March 2019."
288,Ghana,2015,"Seats held by women in national parliament, as of February (%)",2016-12,,10.9000,,"Inter-Parliamentary Union (IPU), Geneva, ""Women in National Parliament"" dataset and the Millennium Development Goals Indicators database, last accessed March 2019."
288,Ghana,2016,"Seats held by women in national parliament, as of February (%)",2016-12,,10.9000,,"Inter-Parliamentary Union (IPU), Geneva, ""Women in National Parliament"" dataset and the Millennium Development Goals Indicators database, last accessed March 2019."
288,Ghana,2017,"Seats held by women in national parliament, as of February (%)",2016-12,,12.7000,,"Inter-Parliamentary Union (IPU), Geneva, ""Women in National Parliament"" dataset and the Millennium Development Goals Indicators database, last accessed March 2019."
288,Ghana,2018,"Seats held by women in national parliament, as of February (%)",2016-12,,12.7000,,"Inter-Parliamentary Union (IPU), Geneva, ""Women in National Parliament"" dataset and the Millennium Development Goals Indicators database, last accessed March 2019."
288,Ghana,2019,"Seats held by women in national parliament, as of February (%)",2016-12,,13.0900,,"Inter-Parliamentary Union (IPU), Geneva, ""Women in National Parliament"" dataset and the Millennium Development Goals Indicators database, last accessed March 2019."
300,Greece,1990,"Seats held by women in national parliament, as of February (%)",2015-09,,6.7000,,"Inter-Parliamentary Union (IPU), Geneva, ""Women in National Parliament"" dataset and the Millennium Development Goals Indicators database, last accessed March 2019."
300,Greece,2000,"Seats held by women in national parliament, as of February (%)",2015-09,,6.3000,,"Inter-Parliamentary Union (IPU), Geneva, ""Women in National Parliament"" dataset and the Millennium Development Goals Indicators database, last accessed March 2019."
300,Greece,2005,"Seats held by women in national parliament, as of February (%)",2015-09,,14.0000,,"Inter-Parliamentary Union (IPU), Geneva, ""Women in National Parliament"" dataset and the Millennium Development Goals Indicators database, last accessed March 2019."
300,Greece,2010,"Seats held by women in national parliament, as of February (%)",2015-09,,17.3000,,"Inter-Parliamentary Union (IPU), Geneva, ""Women in National Parliament"" dataset and the Millennium Development Goals Indicators database, last accessed March 2019."
300,Greece,2015,"Seats held by women in national parliament, as of February (%)",2015-09,,23.0000,,"Inter-Parliamentary Union (IPU), Geneva, ""Women in National Parliament"" dataset and the Millennium Development Goals Indicators database, last accessed March 2019."
300,Greece,2016,"Seats held by women in national parliament, as of February (%)",2015-09,,19.7000,,"Inter-Parliamentary Union (IPU), Geneva, ""Women in National Parliament"" dataset and the Millennium Development Goals Indicators database, last accessed March 2019."
300,Greece,2017,"Seats held by women in national parliament, as of February (%)",2015-09,,18.3000,,"Inter-Parliamentary Union (IPU), Geneva, ""Women in National Parliament"" dataset and the Millennium Development Goals Indicators database, last accessed March 2019."
300,Greece,2018,"Seats held by women in national parliament, as of February (%)",2015-09,,18.3000,,"Inter-Parliamentary Union (IPU), Geneva, ""Women in National Parliament"" dataset and the Millennium Development Goals Indicators database, last accessed March 2019."
300,Greece,2019,"Seats held by women in national parliament, as of February (%)",2015-09,,18.6700,,"Inter-Parliamentary Union (IPU), Geneva, ""Women in National Parliament"" dataset and the Millennium Development Goals Indicators database, last accessed March 2019."
308,Grenada,2005,"Seats held by women in national parliament, as of February (%)",2018-03,,26.7000,,"Inter-Parliamentary Union (IPU), Geneva, ""Women in National Parliament"" dataset and the Millennium Development Goals Indicators database, last accessed March 2019."
308,Grenada,2010,"Seats held by women in national parliament, as of February (%)",2018-03,,13.3000,,"Inter-Parliamentary Union (IPU), Geneva, ""Women in National Parliament"" dataset and the Millennium Development Goals Indicators database, last accessed March 2019."
308,Grenada,2015,"Seats held by women in national parliament, as of February (%)",2018-03,,33.3000,,"Inter-Parliamentary Union (IPU), Geneva, ""Women in National Parliament"" dataset and the Millennium Development Goals Indicators database, last accessed March 2019."
308,Grenada,2016,"Seats held by women in national parliament, as of February (%)",2018-03,,33.3000,,"Inter-Parliamentary Union (IPU), Geneva, ""Women in National Parliament"" dataset and the Millennium Development Goals Indicators database, last accessed March 2019."
308,Grenada,2017,"Seats held by women in national parliament, as of February (%)",2018-03,,33.3000,,"Inter-Parliamentary Union (IPU), Geneva, ""Women in National Parliament"" dataset and the Millennium Development Goals Indicators database, last accessed March 2019."
308,Grenada,2018,"Seats held by women in national parliament, as of February (%)",2018-03,,33.3000,,"Inter-Parliamentary Union (IPU), Geneva, ""Women in National Parliament"" dataset and the Millennium Development Goals Indicators database, last accessed March 2019."
308,Grenada,2019,"Seats held by women in national parliament, as of February (%)",2018-03,,46.6700,,"Inter-Parliamentary Union (IPU), Geneva, ""Women in National Parliament"" dataset and the Millennium Development Goals Indicators database, last accessed March 2019."
320,Guatemala,1990,"Seats held by women in national parliament, as of February (%)",2015-09,,7.0000,,"Inter-Parliamentary Union (IPU), Geneva, ""Women in National Parliament"" dataset and the Millennium Development Goals Indicators database, last accessed March 2019."
320,Guatemala,2000,"Seats held by women in national parliament, as of February (%)",2015-09,,7.1000,,"Inter-Parliamentary Union (IPU), Geneva, ""Women in National Parliament"" dataset and the Millennium Development Goals Indicators database, last accessed March 2019."
320,Guatemala,2005,"Seats held by women in national parliament, as of February (%)",2015-09,,8.2000,,"Inter-Parliamentary Union (IPU), Geneva, ""Women in National Parliament"" dataset and the Millennium Development Goals Indicators database, last accessed March 2019."
320,Guatemala,2010,"Seats held by women in national parliament, as of February (%)",2015-09,,12.0000,,"Inter-Parliamentary Union (IPU), Geneva, ""Women in National Parliament"" dataset and the Millennium Development Goals Indicators database, last accessed March 2019."
320,Guatemala,2015,"Seats held by women in national parliament, as of February (%)",2015-09,,13.3000,,"Inter-Parliamentary Union (IPU), Geneva, ""Women in National Parliament"" dataset and the Millennium Development Goals Indicators database, last accessed March 2019."
320,Guatemala,2016,"Seats held by women in national parliament, as of February (%)",2015-09,,13.9000,,"Inter-Parliamentary Union (IPU), Geneva, ""Women in National Parliament"" dataset and the Millennium Development Goals Indicators database, last accessed March 2019."
320,Guatemala,2017,"Seats held by women in national parliament, as of February (%)",2015-09,,12.7000,,"Inter-Parliamentary Union (IPU), Geneva, ""Women in National Parliament"" dataset and the Millennium Development Goals Indicators database, last accessed March 2019."
320,Guatemala,2018,"Seats held by women in national parliament, as of February (%)",2015-09,,12.7000,,"Inter-Parliamentary Union (IPU), Geneva, ""Women in National Parliament"" dataset and the Millennium Development Goals Indicators database, last accessed March 2019."
320,Guatemala,2019,"Seats held by women in national parliament, as of February (%)",2015-09,,18.9900,,"Inter-Parliamentary Union (IPU), Geneva, ""Women in National Parliament"" dataset and the Millennium Development Goals Indicators database, last accessed March 2019."
324,Guinea,2000,"Seats held by women in national parliament, as of February (%)",2013-09,,8.8000,,"Inter-Parliamentary Union (IPU), Geneva, ""Women in National Parliament"" dataset and the Millennium Development Goals Indicators database, last accessed March 2019."
324,Guinea,2005,"Seats held by women in national parliament, as of February (%)",2013-09,,19.3000,,"Inter-Parliamentary Union (IPU), Geneva, ""Women in National Parliament"" dataset and the Millennium Development Goals Indicators database, last accessed March 2019."
324,Guinea,2015,"Seats held by women in national parliament, as of February (%)",2013-09,,21.9000,,"Inter-Parliamentary Union (IPU), Geneva, ""Women in National Parliament"" dataset and the Millennium Development Goals Indicators database, last accessed March 2019."
324,Guinea,2016,"Seats held by women in national parliament, as of February (%)",2013-09,,21.9000,,"Inter-Parliamentary Union (IPU), Geneva, ""Women in National Parliament"" dataset and the Millennium Development Goals Indicators database, last accessed March 2019."
324,Guinea,2017,"Seats held by women in national parliament, as of February (%)",2013-09,,21.9000,,"Inter-Parliamentary Union (IPU), Geneva, ""Women in National Parliament"" dataset and the Millennium Development Goals Indicators database, last accessed March 2019."
324,Guinea,2018,"Seats held by women in national parliament, as of February (%)",2013-09,,21.9000,,"Inter-Parliamentary Union (IPU), Geneva, ""Women in National Parliament"" dataset and the Millennium Development Goals Indicators database, last accessed March 2019."
324,Guinea,2019,"Seats held by women in national parliament, as of February (%)",2013-09,,22.8100,,"Inter-Parliamentary Union (IPU), Geneva, ""Women in National Parliament"" dataset and the Millennium Development Goals Indicators database, last accessed March 2019."
624,Guinea-Bissau,1990,"Seats held by women in national parliament, as of February (%)",2014-04,,20.0000,,"Inter-Parliamentary Union (IPU), Geneva, ""Women in National Parliament"" dataset and the Millennium Development Goals Indicators database, last accessed March 2019."
624,Guinea-Bissau,2005,"Seats held by women in national parliament, as of February (%)",2014-04,,14.0000,,"Inter-Parliamentary Union (IPU), Geneva, ""Women in National Parliament"" dataset and the Millennium Development Goals Indicators database, last accessed March 2019."
624,Guinea-Bissau,2010,"Seats held by women in national parliament, as of February (%)",2014-04,,10.0000,,"Inter-Parliamentary Union (IPU), Geneva, ""Women in National Parliament"" dataset and the Millennium Development Goals Indicators database, last accessed March 2019."
624,Guinea-Bissau,2015,"Seats held by women in national parliament, as of February (%)",2014-04,,13.7000,,"Inter-Parliamentary Union (IPU), Geneva, ""Women in National Parliament"" dataset and the Millennium Development Goals Indicators database, last accessed March 2019."
624,Guinea-Bissau,2016,"Seats held by women in national parliament, as of February (%)",2014-04,,13.7000,,"Inter-Parliamentary Union (IPU), Geneva, ""Women in National Parliament"" dataset and the Millennium Development Goals Indicators database, last accessed March 2019."
624,Guinea-Bissau,2017,"Seats held by women in national parliament, as of February (%)",2014-04,,13.7000,,"Inter-Parliamentary Union (IPU), Geneva, ""Women in National Parliament"" dataset and the Millennium Development Goals Indicators database, last accessed March 2019."
624,Guinea-Bissau,2018,"Seats held by women in national parliament, as of February (%)",2014-04,,13.7000,,"Inter-Parliamentary Union (IPU), Geneva, ""Women in National Parliament"" dataset and the Millennium Development Goals Indicators database, last accessed March 2019."
624,Guinea-Bissau,2019,"Seats held by women in national parliament, as of February (%)",2014-04,,13.7300,,"Inter-Parliamentary Union (IPU), Geneva, ""Women in National Parliament"" dataset and the Millennium Development Goals Indicators database, last accessed March 2019."
328,Guyana,1990,"Seats held by women in national parliament, as of February (%)",2015-05,,36.9000,,"Inter-Parliamentary Union (IPU), Geneva, ""Women in National Parliament"" dataset and the Millennium Development Goals Indicators database, last accessed March 2019."
328,Guyana,2000,"Seats held by women in national parliament, as of February (%)",2015-05,,18.5000,,"Inter-Parliamentary Union (IPU), Geneva, ""Women in National Parliament"" dataset and the Millennium Development Goals Indicators database, last accessed March 2019."
328,Guyana,2005,"Seats held by women in national parliament, as of February (%)",2015-05,,30.8000,,"Inter-Parliamentary Union (IPU), Geneva, ""Women in National Parliament"" dataset and the Millennium Development Goals Indicators database, last accessed March 2019."
328,Guyana,2010,"Seats held by women in national parliament, as of February (%)",2015-05,,30.0000,,"Inter-Parliamentary Union (IPU), Geneva, ""Women in National Parliament"" dataset and the Millennium Development Goals Indicators database, last accessed March 2019."
328,Guyana,2015,"Seats held by women in national parliament, as of February (%)",2015-05,,31.3000,,"Inter-Parliamentary Union (IPU), Geneva, ""Women in National Parliament"" dataset and the Millennium Development Goals Indicators database, last accessed March 2019."
328,Guyana,2016,"Seats held by women in national parliament, as of February (%)",2015-05,,30.4000,,"Inter-Parliamentary Union (IPU), Geneva, ""Women in National Parliament"" dataset and the Millennium Development Goals Indicators database, last accessed March 2019."
328,Guyana,2017,"Seats held by women in national parliament, as of February (%)",2015-05,,31.9000,,"Inter-Parliamentary Union (IPU), Geneva, ""Women in National Parliament"" dataset and the Millennium Development Goals Indicators database, last accessed March 2019."
328,Guyana,2018,"Seats held by women in national parliament, as of February (%)",2015-05,,31.9000,,"Inter-Parliamentary Union (IPU), Geneva, ""Women in National Parliament"" dataset and the Millennium Development Goals Indicators database, last accessed March 2019."
328,Guyana,2019,"Seats held by women in national parliament, as of February (%)",2015-05,,31.8800,,"Inter-Parliamentary Union (IPU), Geneva, ""Women in National Parliament"" dataset and the Millennium Development Goals Indicators database, last accessed March 2019."
332,Haiti,2000,"Seats held by women in national parliament, as of February (%)",2015-08,,3.6000,,"Inter-Parliamentary Union (IPU), Geneva, ""Women in National Parliament"" dataset and the Millennium Development Goals Indicators database, last accessed March 2019."
332,Haiti,2005,"Seats held by women in national parliament, as of February (%)",2015-08,,3.6000,,"Inter-Parliamentary Union (IPU), Geneva, ""Women in National Parliament"" dataset and the Millennium Development Goals Indicators database, last accessed March 2019."
332,Haiti,2010,"Seats held by women in national parliament, as of February (%)",2015-08,,4.1000,,"Inter-Parliamentary Union (IPU), Geneva, ""Women in National Parliament"" dataset and the Millennium Development Goals Indicators database, last accessed March 2019."
332,Haiti,2015,"Seats held by women in national parliament, as of February (%)",2015-08,,4.2000,,"Inter-Parliamentary Union (IPU), Geneva, ""Women in National Parliament"" dataset and the Millennium Development Goals Indicators database, last accessed March 2019."
332,Haiti,2016,"Seats held by women in national parliament, as of February (%)",2015-08,,0.0000,,"Inter-Parliamentary Union (IPU), Geneva, ""Women in National Parliament"" dataset and the Millennium Development Goals Indicators database, last accessed March 2019."
332,Haiti,2017,"Seats held by women in national parliament, as of February (%)",2015-08,,2.6000,,"Inter-Parliamentary Union (IPU), Geneva, ""Women in National Parliament"" dataset and the Millennium Development Goals Indicators database, last accessed March 2019."
332,Haiti,2018,"Seats held by women in national parliament, as of February (%)",2015-08,,2.5000,,"Inter-Parliamentary Union (IPU), Geneva, ""Women in National Parliament"" dataset and the Millennium Development Goals Indicators database, last accessed March 2019."
332,Haiti,2019,"Seats held by women in national parliament, as of February (%)",2015-08,,2.5400,,"Inter-Parliamentary Union (IPU), Geneva, ""Women in National Parliament"" dataset and the Millennium Development Goals Indicators database, last accessed March 2019."
340,Honduras,1990,"Seats held by women in national parliament, as of February (%)",2017-11,,10.2000,,"Inter-Parliamentary Union (IPU), Geneva, ""Women in National Parliament"" dataset and the Millennium Development Goals Indicators database, last accessed March 2019."
340,Honduras,2000,"Seats held by women in national parliament, as of February (%)",2017-11,,9.4000,,"Inter-Parliamentary Union (IPU), Geneva, ""Women in National Parliament"" dataset and the Millennium Development Goals Indicators database, last accessed March 2019."
340,Honduras,2005,"Seats held by women in national parliament, as of February (%)",2017-11,,5.5000,,"Inter-Parliamentary Union (IPU), Geneva, ""Women in National Parliament"" dataset and the Millennium Development Goals Indicators database, last accessed March 2019."
340,Honduras,2010,"Seats held by women in national parliament, as of February (%)",2017-11,,18.0000,,"Inter-Parliamentary Union (IPU), Geneva, ""Women in National Parliament"" dataset and the Millennium Development Goals Indicators database, last accessed March 2019."
340,Honduras,2015,"Seats held by women in national parliament, as of February (%)",2017-11,,25.8000,,"Inter-Parliamentary Union (IPU), Geneva, ""Women in National Parliament"" dataset and the Millennium Development Goals Indicators database, last accessed March 2019."
340,Honduras,2016,"Seats held by women in national parliament, as of February (%)",2017-11,,25.8000,,"Inter-Parliamentary Union (IPU), Geneva, ""Women in National Parliament"" dataset and the Millennium Development Goals Indicators database, last accessed March 2019."
340,Honduras,2017,"Seats held by women in national parliament, as of February (%)",2017-11,,25.8000,,"Inter-Parliamentary Union (IPU), Geneva, ""Women in National Parliament"" dataset and the Millennium Development Goals Indicators database, last accessed March 2019."
340,Honduras,2018,"Seats held by women in national parliament, as of February (%)",2017-11,,21.1000,,"Inter-Parliamentary Union (IPU), Geneva, ""Women in National Parliament"" dataset and the Millennium Development Goals Indicators database, last accessed March 2019."
340,Honduras,2019,"Seats held by women in national parliament, as of February (%)",2017-11,,21.0900,,"Inter-Parliamentary Union (IPU), Geneva, ""Women in National Parliament"" dataset and the Millennium Development Goals Indicators database, last accessed March 2019."
348,Hungary,1990,"Seats held by women in national parliament, as of February (%)",2018-04,,20.7000,,"Inter-Parliamentary Union (IPU), Geneva, ""Women in National Parliament"" dataset and the Millennium Development Goals Indicators database, last accessed March 2019."
348,Hungary,2000,"Seats held by women in national parliament, as of February (%)",2018-04,,8.3000,,"Inter-Parliamentary Union (IPU), Geneva, ""Women in National Parliament"" dataset and the Millennium Development Goals Indicators database, last accessed March 2019."
348,Hungary,2005,"Seats held by women in national parliament, as of February (%)",2018-04,,9.1000,,"Inter-Parliamentary Union (IPU), Geneva, ""Women in National Parliament"" dataset and the Millennium Development Goals Indicators database, last accessed March 2019."
348,Hungary,2010,"Seats held by women in national parliament, as of February (%)",2018-04,,11.1000,,"Inter-Parliamentary Union (IPU), Geneva, ""Women in National Parliament"" dataset and the Millennium Development Goals Indicators database, last accessed March 2019."
348,Hungary,2015,"Seats held by women in national parliament, as of February (%)",2018-04,,10.1000,,"Inter-Parliamentary Union (IPU), Geneva, ""Women in National Parliament"" dataset and the Millennium Development Goals Indicators database, last accessed March 2019."
348,Hungary,2016,"Seats held by women in national parliament, as of February (%)",2018-04,,10.1000,,"Inter-Parliamentary Union (IPU), Geneva, ""Women in National Parliament"" dataset and the Millennium Development Goals Indicators database, last accessed March 2019."
348,Hungary,2017,"Seats held by women in national parliament, as of February (%)",2018-04,,10.1000,,"Inter-Parliamentary Union (IPU), Geneva, ""Women in National Parliament"" dataset and the Millennium Development Goals Indicators database, last accessed March 2019."
348,Hungary,2018,"Seats held by women in national parliament, as of February (%)",2018-04,,10.1000,,"Inter-Parliamentary Union (IPU), Geneva, ""Women in National Parliament"" dataset and the Millennium Development Goals Indicators database, last accessed March 2019."
348,Hungary,2019,"Seats held by women in national parliament, as of February (%)",2018-04,,12.5600,,"Inter-Parliamentary Union (IPU), Geneva, ""Women in National Parliament"" dataset and the Millennium Development Goals Indicators database, last accessed March 2019."
352,Iceland,1990,"Seats held by women in national parliament, as of February (%)",2017-10,,20.6000,,"Inter-Parliamentary Union (IPU), Geneva, ""Women in National Parliament"" dataset and the Millennium Development Goals Indicators database, last accessed March 2019."
352,Iceland,2000,"Seats held by women in national parliament, as of February (%)",2017-10,,34.9000,,"Inter-Parliamentary Union (IPU), Geneva, ""Women in National Parliament"" dataset and the Millennium Development Goals Indicators database, last accessed March 2019."
352,Iceland,2005,"Seats held by women in national parliament, as of February (%)",2017-10,,30.2000,,"Inter-Parliamentary Union (IPU), Geneva, ""Women in National Parliament"" dataset and the Millennium Development Goals Indicators database, last accessed March 2019."
352,Iceland,2010,"Seats held by women in national parliament, as of February (%)",2017-10,,42.9000,,"Inter-Parliamentary Union (IPU), Geneva, ""Women in National Parliament"" dataset and the Millennium Development Goals Indicators database, last accessed March 2019."
352,Iceland,2015,"Seats held by women in national parliament, as of February (%)",2017-10,,41.3000,,"Inter-Parliamentary Union (IPU), Geneva, ""Women in National Parliament"" dataset and the Millennium Development Goals Indicators database, last accessed March 2019."
352,Iceland,2016,"Seats held by women in national parliament, as of February (%)",2017-10,,41.3000,,"Inter-Parliamentary Union (IPU), Geneva, ""Women in National Parliament"" dataset and the Millennium Development Goals Indicators database, last accessed March 2019."
352,Iceland,2017,"Seats held by women in national parliament, as of February (%)",2017-10,,47.6000,,"Inter-Parliamentary Union (IPU), Geneva, ""Women in National Parliament"" dataset and the Millennium Development Goals Indicators database, last accessed March 2019."
352,Iceland,2018,"Seats held by women in national parliament, as of February (%)",2017-10,,38.1000,,"Inter-Parliamentary Union (IPU), Geneva, ""Women in National Parliament"" dataset and the Millennium Development Goals Indicators database, last accessed March 2019."
352,Iceland,2019,"Seats held by women in national parliament, as of February (%)",2017-10,,38.1000,,"Inter-Parliamentary Union (IPU), Geneva, ""Women in National Parliament"" dataset and the Millennium Development Goals Indicators database, last accessed March 2019."
356,India,1990,"Seats held by women in national parliament, as of February (%)",2014-04,,5.0000,,"Inter-Parliamentary Union (IPU), Geneva, ""Women in National Parliament"" dataset and the Millennium Development Goals Indicators database, last accessed March 2019."
356,India,2000,"Seats held by women in national parliament, as of February (%)",2014-04,,9.0000,,"Inter-Parliamentary Union (IPU), Geneva, ""Women in National Parliament"" dataset and the Millennium Development Goals Indicators database, last accessed March 2019."
356,India,2005,"Seats held by women in national parliament, as of February (%)",2014-04,,8.3000,,"Inter-Parliamentary Union (IPU), Geneva, ""Women in National Parliament"" dataset and the Millennium Development Goals Indicators database, last accessed March 2019."
356,India,2010,"Seats held by women in national parliament, as of February (%)",2014-04,,10.8000,,"Inter-Parliamentary Union (IPU), Geneva, ""Women in National Parliament"" dataset and the Millennium Development Goals Indicators database, last accessed March 2019."
356,India,2015,"Seats held by women in national parliament, as of February (%)",2014-04,,12.0000,,"Inter-Parliamentary Union (IPU), Geneva, ""Women in National Parliament"" dataset and the Millennium Development Goals Indicators database, last accessed March 2019."
356,India,2016,"Seats held by women in national parliament, as of February (%)",2014-04,,12.0000,,"Inter-Parliamentary Union (IPU), Geneva, ""Women in National Parliament"" dataset and the Millennium Development Goals Indicators database, last accessed March 2019."
356,India,2017,"Seats held by women in national parliament, as of February (%)",2014-04,,11.8000,,"Inter-Parliamentary Union (IPU), Geneva, ""Women in National Parliament"" dataset and the Millennium Development Goals Indicators database, last accessed March 2019."
356,India,2018,"Seats held by women in national parliament, as of February (%)",2014-04,,11.8000,,"Inter-Parliamentary Union (IPU), Geneva, ""Women in National Parliament"" dataset and the Millennium Development Goals Indicators database, last accessed March 2019."
356,India,2019,"Seats held by women in national parliament, as of February (%)",2014-04,,12.6000,,"Inter-Parliamentary Union (IPU), Geneva, ""Women in National Parliament"" dataset and the Millennium Development Goals Indicators database, last accessed March 2019."
360,Indonesia,1990,"Seats held by women in national parliament, as of February (%)",2014-04,,12.4000,,"Inter-Parliamentary Union (IPU), Geneva, ""Women in National Parliament"" dataset and the Millennium Development Goals Indicators database, last accessed March 2019."
360,Indonesia,2005,"Seats held by women in national parliament, as of February (%)",2014-04,,11.3000,,"Inter-Parliamentary Union (IPU), Geneva, ""Women in National Parliament"" dataset and the Millennium Development Goals Indicators database, last accessed March 2019."
360,Indonesia,2010,"Seats held by women in national parliament, as of February (%)",2014-04,,18.0000,,"Inter-Parliamentary Union (IPU), Geneva, ""Women in National Parliament"" dataset and the Millennium Development Goals Indicators database, last accessed March 2019."
360,Indonesia,2015,"Seats held by women in national parliament, as of February (%)",2014-04,,17.1000,,"Inter-Parliamentary Union (IPU), Geneva, ""Women in National Parliament"" dataset and the Millennium Development Goals Indicators database, last accessed March 2019."
360,Indonesia,2016,"Seats held by women in national parliament, as of February (%)",2014-04,,17.1000,,"Inter-Parliamentary Union (IPU), Geneva, ""Women in National Parliament"" dataset and the Millennium Development Goals Indicators database, last accessed March 2019."
360,Indonesia,2017,"Seats held by women in national parliament, as of February (%)",2014-04,,19.8000,,"Inter-Parliamentary Union (IPU), Geneva, ""Women in National Parliament"" dataset and the Millennium Development Goals Indicators database, last accessed March 2019."
360,Indonesia,2018,"Seats held by women in national parliament, as of February (%)",2014-04,,19.8000,,"Inter-Parliamentary Union (IPU), Geneva, ""Women in National Parliament"" dataset and the Millennium Development Goals Indicators database, last accessed March 2019."
360,Indonesia,2019,"Seats held by women in national parliament, as of February (%)",2014-04,,18.2100,,"Inter-Parliamentary Union (IPU), Geneva, ""Women in National Parliament"" dataset and the Millennium Development Goals Indicators database, last accessed March 2019."
364,Iran (Islamic Republic of),1990,"Seats held by women in national parliament, as of February (%)",2016-02,,1.5000,,"Inter-Parliamentary Union (IPU), Geneva, ""Women in National Parliament"" dataset and the Millennium Development Goals Indicators database, last accessed March 2019."
364,Iran (Islamic Republic of),2000,"Seats held by women in national parliament, as of February (%)",2016-02,,4.9000,,"Inter-Parliamentary Union (IPU), Geneva, ""Women in National Parliament"" dataset and the Millennium Development Goals Indicators database, last accessed March 2019."
364,Iran (Islamic Republic of),2005,"Seats held by women in national parliament, as of February (%)",2016-02,,4.1000,,"Inter-Parliamentary Union (IPU), Geneva, ""Women in National Parliament"" dataset and the Millennium Development Goals Indicators database, last accessed March 2019."
364,Iran (Islamic Republic of),2010,"Seats held by women in national parliament, as of February (%)",2016-02,,2.8000,,"Inter-Parliamentary Union (IPU), Geneva, ""Women in National Parliament"" dataset and the Millennium Development Goals Indicators database, last accessed March 2019."
364,Iran (Islamic Republic of),2015,"Seats held by women in national parliament, as of February (%)",2016-02,,3.1000,,"Inter-Parliamentary Union (IPU), Geneva, ""Women in National Parliament"" dataset and the Millennium Development Goals Indicators database, last accessed March 2019."
364,Iran (Islamic Republic of),2016,"Seats held by women in national parliament, as of February (%)",2016-02,,3.1000,,"Inter-Parliamentary Union (IPU), Geneva, ""Women in National Parliament"" dataset and the Millennium Development Goals Indicators database, last accessed March 2019."
364,Iran (Islamic Republic of),2017,"Seats held by women in national parliament, as of February (%)",2016-02,,5.9000,,"Inter-Parliamentary Union (IPU), Geneva, ""Women in National Parliament"" dataset and the Millennium Development Goals Indicators database, last accessed March 2019."
364,Iran (Islamic Republic of),2018,"Seats held by women in national parliament, as of February (%)",2016-02,,5.9000,,"Inter-Parliamentary Union (IPU), Geneva, ""Women in National Parliament"" dataset and the Millennium Development Goals Indicators database, last accessed March 2019."
364,Iran (Islamic Republic of),2019,"Seats held by women in national parliament, as of February (%)",2016-02,,5.8800,,"Inter-Parliamentary Union (IPU), Geneva, ""Women in National Parliament"" dataset and the Millennium Development Goals Indicators database, last accessed March 2019."
368,Iraq,1990,"Seats held by women in national parliament, as of February (%)",2018-05,,10.8000,,"Inter-Parliamentary Union (IPU), Geneva, ""Women in National Parliament"" dataset and the Millennium Development Goals Indicators database, last accessed March 2019."
368,Iraq,2000,"Seats held by women in national parliament, as of February (%)",2018-05,,6.4000,,"Inter-Parliamentary Union (IPU), Geneva, ""Women in National Parliament"" dataset and the Millennium Development Goals Indicators database, last accessed March 2019."
368,Iraq,2010,"Seats held by women in national parliament, as of February (%)",2018-05,,25.5000,,"Inter-Parliamentary Union (IPU), Geneva, ""Women in National Parliament"" dataset and the Millennium Development Goals Indicators database, last accessed March 2019."
