Entity,Code,Year,Number of significant earthquakes (significant earthquakes)
Kenya,KEN,1399,0
Kenya,KEN,1400,0
Kenya,KEN,1402,0
Kenya,KEN,1403,0
Kenya,KEN,1404,0
Kenya,KEN,1405,0
Kenya,KEN,1406,0
Kenya,KEN,1407,0
Kenya,KEN,1408,0
Kenya,KEN,1414,0
Kenya,KEN,1417,0
Kenya,KEN,1418,0
Kenya,KEN,1419,0
Kenya,KEN,1426,0
Kenya,KEN,1427,0
Kenya,KEN,1428,0
Kenya,KEN,1431,0
Kenya,KEN,1433,0
Kenya,KEN,1440,0
Kenya,KEN,1441,0
Kenya,KEN,1443,0
Kenya,KEN,1444,0
Kenya,KEN,1445,0
Kenya,KEN,1447,0
Kenya,KEN,1448,0
Kenya,KEN,1451,0
Kenya,KEN,1454,0
Kenya,KEN,1455,0
Kenya,KEN,1456,0
Kenya,KEN,1457,0
Kenya,KEN,1458,0
Kenya,KEN,1459,0
Kenya,KEN,1461,0
Kenya,KEN,1463,0
Kenya,KEN,1464,0
Kenya,KEN,1469,0
Kenya,KEN,1471,0
Kenya,KEN,1475,0
Kenya,KEN,1478,0
Kenya,KEN,1479,0
Kenya,KEN,1481,0
Kenya,KEN,1482,0
Kenya,KEN,1483,0
Kenya,KEN,1484,0
Kenya,KEN,1485,0
Kenya,KEN,1487,0
Kenya,KEN,1488,0
Kenya,KEN,1489,0
Kenya,KEN,1490,0
Kenya,KEN,1491,0
Kenya,KEN,1493,0
Kenya,KEN,1494,0
Kenya,KEN,1495,0
Kenya,KEN,1496,0
Kenya,KEN,1498,0
Kenya,KEN,1499,0
Kenya,KEN,1500,0
Kenya,KEN,1501,0
Kenya,KEN,1502,0
Kenya,KEN,1504,0
Kenya,KEN,1505,0
Kenya,KEN,1507,0
Kenya,KEN,1508,0
Kenya,KEN,1509,0
Kenya,KEN,1510,0
Kenya,KEN,1511,0
Kenya,KEN,1512,0
Kenya,KEN,1513,0
Kenya,KEN,1514,0
Kenya,KEN,1515,0
Kenya,KEN,1516,0
Kenya,KEN,1517,0
Kenya,KEN,1518,0
Kenya,KEN,1520,0
Kenya,KEN,1522,0
Kenya,KEN,1523,0
Kenya,KEN,1524,0
Kenya,KEN,1527,0
Kenya,KEN,1530,0
Kenya,KEN,1531,0
Kenya,KEN,1535,0
Kenya,KEN,1536,0
Kenya,KEN,1537,0
Kenya,KEN,1538,0
Kenya,KEN,1539,0
Kenya,KEN,1541,0
Kenya,KEN,1542,0
Kenya,KEN,1543,0
Kenya,KEN,1545,0
Kenya,KEN,1546,0
Kenya,KEN,1547,0
Kenya,KEN,1549,0
Kenya,KEN,1550,0
Kenya,KEN,1551,0
Kenya,KEN,1552,0
Kenya,KEN,1553,0
Kenya,KEN,1555,0
Kenya,KEN,1556,0
Kenya,KEN,1560,0
Kenya,KEN,1561,0
Kenya,KEN,1562,0
Kenya,KEN,1563,0
Kenya,KEN,1564,0
Kenya,KEN,1565,0
Kenya,KEN,1566,0
Kenya,KEN,1568,0
Kenya,KEN,1570,0
Kenya,KEN,1571,0
Kenya,KEN,1573,0
Kenya,KEN,1574,0
Kenya,KEN,1575,0
Kenya,KEN,1576,0
Kenya,KEN,1577,0
Kenya,KEN,1578,0
Kenya,KEN,1579,0
Kenya,KEN,1580,0
Kenya,KEN,1581,0
Kenya,KEN,1582,0
Kenya,KEN,1584,0
Kenya,KEN,1586,0
Kenya,KEN,1587,0
Kenya,KEN,1588,0
Kenya,KEN,1589,0
Kenya,KEN,1590,0
Kenya,KEN,1591,0
Kenya,KEN,1593,0
Kenya,KEN,1594,0
Kenya,KEN,1596,0
Kenya,KEN,1597,0
Kenya,KEN,1598,0
Kenya,KEN,1599,0
Kenya,KEN,1600,0
Kenya,KEN,1601,0
Kenya,KEN,1602,0
Kenya,KEN,1603,0
Kenya,KEN,1604,0
Kenya,KEN,1605,0
Kenya,KEN,1606,0
Kenya,KEN,1608,0
Kenya,KEN,1609,0
Kenya,KEN,1610,0
Kenya,KEN,1611,0
Kenya,KEN,1612,0
Kenya,KEN,1613,0
Kenya,KEN,1614,0
Kenya,KEN,1615,0
Kenya,KEN,1616,0
Kenya,KEN,1618,0
Kenya,KEN,1619,0
Kenya,KEN,1620,0
Kenya,KEN,1621,0
Kenya,KEN,1622,0
Kenya,KEN,1624,0
Kenya,KEN,1625,0
Kenya,KEN,1626,0
Kenya,KEN,1627,0
Kenya,KEN,1628,0
Kenya,KEN,1629,0
Kenya,KEN,1630,0
Kenya,KEN,1631,0
Kenya,KEN,1632,0
Kenya,KEN,1633,0
Kenya,KEN,1634,0
Kenya,KEN,1636,0
Kenya,KEN,1638,0
Kenya,KEN,1639,0
Kenya,KEN,1640,0
Kenya,KEN,1641,0
Kenya,KEN,1642,0
Kenya,KEN,1643,0
Kenya,KEN,1644,0
Kenya,KEN,1645,0
Kenya,KEN,1646,0
Kenya,KEN,1647,0
Kenya,KEN,1648,0
Kenya,KEN,1649,0
Kenya,KEN,1650,0
Kenya,KEN,1651,0
Kenya,KEN,1652,0
Kenya,KEN,1653,0
Kenya,KEN,1654,0
Kenya,KEN,1655,0
Kenya,KEN,1656,0
Kenya,KEN,1657,0
Kenya,KEN,1658,0
Kenya,KEN,1659,0
Kenya,KEN,1660,0
Kenya,KEN,1661,0
Kenya,KEN,1662,0
Kenya,KEN,1663,0
Kenya,KEN,1664,0
Kenya,KEN,1665,0
Kenya,KEN,1666,0
Kenya,KEN,1667,0
Kenya,KEN,1668,0
Kenya,KEN,1669,0
Kenya,KEN,1670,0
Kenya,KEN,1671,0
Kenya,KEN,1672,0
Kenya,KEN,1673,0
Kenya,KEN,1674,0
Kenya,KEN,1675,0
Kenya,KEN,1676,0
Kenya,KEN,1677,0
Kenya,KEN,1678,0
Kenya,KEN,1679,0
Kenya,KEN,1680,0
Kenya,KEN,1681,0
Kenya,KEN,1682,0
Kenya,KEN,1683,0
Kenya,KEN,1684,0
Kenya,KEN,1687,0
Kenya,KEN,1688,0
Kenya,KEN,1689,0
Kenya,KEN,1690,0
Kenya,KEN,1691,0
Kenya,KEN,1692,0
Kenya,KEN,1693,0
Kenya,KEN,1694,0
Kenya,KEN,1695,0
Kenya,KEN,1696,0
Kenya,KEN,1697,0
Kenya,KEN,1698,0
Kenya,KEN,1699,0
Kenya,KEN,1700,0
Kenya,KEN,1701,0
Kenya,KEN,1702,0
Kenya,KEN,1703,0
Kenya,KEN,1704,0
Kenya,KEN,1705,0
Kenya,KEN,1706,0
Kenya,KEN,1707,0
Kenya,KEN,1708,0
Kenya,KEN,1709,0
Kenya,KEN,1710,0
Kenya,KEN,1711,0
Kenya,KEN,1713,0
Kenya,KEN,1714,0
Kenya,KEN,1715,0
Kenya,KEN,1716,0
Kenya,KEN,1717,0
Kenya,KEN,1718,0
Kenya,KEN,1719,0
Kenya,KEN,1720,0
Kenya,KEN,1721,0
Kenya,KEN,1722,0
Kenya,KEN,1723,0
Kenya,KEN,1725,0
Kenya,KEN,1726,0
Kenya,KEN,1727,0
Kenya,KEN,1728,0
Kenya,KEN,1729,0
Kenya,KEN,1730,0
Kenya,KEN,1731,0
Kenya,KEN,1732,0
Kenya,KEN,1733,0
Kenya,KEN,1734,0
Kenya,KEN,1735,0
Kenya,KEN,1736,0
Kenya,KEN,1737,0
Kenya,KEN,1738,0
Kenya,KEN,1739,0
Kenya,KEN,1740,0
Kenya,KEN,1741,0
Kenya,KEN,1742,0
Kenya,KEN,1743,0
Kenya,KEN,1744,0
Kenya,KEN,1746,0
Kenya,KEN,1747,0
Kenya,KEN,1748,0
Kenya,KEN,1749,0
Kenya,KEN,1750,0
Kenya,KEN,1751,0
Kenya,KEN,1752,0
Kenya,KEN,1754,0
Kenya,KEN,1755,0
Kenya,KEN,1756,0
Kenya,KEN,1757,0
Kenya,KEN,1758,0
Kenya,KEN,1759,0
Kenya,KEN,1760,0
Kenya,KEN,1761,0
Kenya,KEN,1762,0
Kenya,KEN,1763,0
Kenya,KEN,1764,0
Kenya,KEN,1765,0
Kenya,KEN,1766,0
Kenya,KEN,1767,0
Kenya,KEN,1768,0
Kenya,KEN,1769,0
Kenya,KEN,1770,0
Kenya,KEN,1771,0
Kenya,KEN,1772,0
Kenya,KEN,1773,0
Kenya,KEN,1774,0
Kenya,KEN,1775,0
Kenya,KEN,1776,0
Kenya,KEN,1777,0
Kenya,KEN,1778,0
Kenya,KEN,1779,0
Kenya,KEN,1780,0
Kenya,KEN,1781,0
Kenya,KEN,1782,0
Kenya,KEN,1783,0
Kenya,KEN,1784,0
Kenya,KEN,1785,0
Kenya,KEN,1786,0
Kenya,KEN,1787,0
Kenya,KEN,1788,0
Kenya,KEN,1789,0
Kenya,KEN,1790,0
Kenya,KEN,1791,0
Kenya,KEN,1792,0
Kenya,KEN,1793,0
Kenya,KEN,1794,0
Kenya,KEN,1795,0
Kenya,KEN,1796,0
Kenya,KEN,1797,0
Kenya,KEN,1798,0
Kenya,KEN,1799,0
Kenya,KEN,1800,0
Kenya,KEN,1801,0
Kenya,KEN,1802,0
Kenya,KEN,1803,0
Kenya,KEN,1804,0
Kenya,KEN,1805,0
Kenya,KEN,1806,0
Kenya,KEN,1808,0
Kenya,KEN,1809,0
Kenya,KEN,1810,0
Kenya,KEN,1811,0
Kenya,KEN,1812,0
Kenya,KEN,1813,0
Kenya,KEN,1814,0
Kenya,KEN,1815,0
Kenya,KEN,1816,0
Kenya,KEN,1817,0
Kenya,KEN,1818,0
Kenya,KEN,1819,0
Kenya,KEN,1820,0
Kenya,KEN,1821,0
Kenya,KEN,1822,0
Kenya,KEN,1823,0
Kenya,KEN,1824,0
Kenya,KEN,1825,0
Kenya,KEN,1826,0
Kenya,KEN,1827,0
Kenya,KEN,1828,0
Kenya,KEN,1829,0
Kenya,KEN,1830,0
Kenya,KEN,1831,0
Kenya,KEN,1832,0
Kenya,KEN,1833,0
Kenya,KEN,1834,0
Kenya,KEN,1835,0
Kenya,KEN,1836,0
Kenya,KEN,1837,0
Kenya,KEN,1838,0
Kenya,KEN,1839,0
Kenya,KEN,1840,0
Kenya,KEN,1841,0
Kenya,KEN,1842,0
Kenya,KEN,1843,0
Kenya,KEN,1844,0
Kenya,KEN,1845,0
Kenya,KEN,1846,0
Kenya,KEN,1847,0
Kenya,KEN,1848,0
Kenya,KEN,1849,0
Kenya,KEN,1850,0
Kenya,KEN,1851,0
Kenya,KEN,1852,0
Kenya,KEN,1853,0
Kenya,KEN,1854,0
Kenya,KEN,1855,0
Kenya,KEN,1856,0
Kenya,KEN,1857,0
Kenya,KEN,1858,0
Kenya,KEN,1859,0
Kenya,KEN,1860,0
Kenya,KEN,1861,0
Kenya,KEN,1862,0
Kenya,KEN,1863,0
Kenya,KEN,1864,0
Kenya,KEN,1865,0
Kenya,KEN,1866,0
Kenya,KEN,1867,0
Kenya,KEN,1868,0
Kenya,KEN,1869,0
Kenya,KEN,1870,0
Kenya,KEN,1871,0
Kenya,KEN,1872,0
Kenya,KEN,1873,0
Kenya,KEN,1874,0
Kenya,KEN,1875,0
Kenya,KEN,1876,0
Kenya,KEN,1877,0
Kenya,KEN,1878,0
Kenya,KEN,1879,0
Kenya,KEN,1880,0
Kenya,KEN,1881,0
Kenya,KEN,1882,0
Kenya,KEN,1883,0
Kenya,KEN,1884,0
Kenya,KEN,1885,0
Kenya,KEN,1886,0
Kenya,KEN,1887,0
Kenya,KEN,1888,0
Kenya,KEN,1889,0
Kenya,KEN,1890,0
Kenya,KEN,1891,0
Kenya,KEN,1892,0
Kenya,KEN,1893,0
Kenya,KEN,1894,0
Kenya,KEN,1895,0
Kenya,KEN,1896,0
Kenya,KEN,1897,0
Kenya,KEN,1898,0
Kenya,KEN,1899,0
Kenya,KEN,1900,0
Kenya,KEN,1901,0
Kenya,KEN,1902,0
Kenya,KEN,1903,0
Kenya,KEN,1904,0
Kenya,KEN,1905,0
Kenya,KEN,1906,0
Kenya,KEN,1907,0
Kenya,KEN,1908,0
Kenya,KEN,1909,0
Kenya,KEN,1910,0
Kenya,KEN,1911,0
Kenya,KEN,1912,0
Kenya,KEN,1913,0
Kenya,KEN,1914,0
Kenya,KEN,1915,0
Kenya,KEN,1916,0
Kenya,KEN,1917,0
Kenya,KEN,1918,0
Kenya,KEN,1919,0
Kenya,KEN,1920,0
Kenya,KEN,1921,0
Kenya,KEN,1922,0
Kenya,KEN,1923,0
Kenya,KEN,1924,0
Kenya,KEN,1925,0
Kenya,KEN,1926,0
Kenya,KEN,1927,0
Kenya,KEN,1928,0
Kenya,KEN,1929,0
Kenya,KEN,1930,1
Kenya,KEN,1931,0
Kenya,KEN,1932,0
Kenya,KEN,1933,0
Kenya,KEN,1934,0
Kenya,KEN,1935,0
Kenya,KEN,1936,0
Kenya,KEN,1937,0
Kenya,KEN,1938,0
Kenya,KEN,1939,0
Kenya,KEN,1940,0
Kenya,KEN,1941,0
Kenya,KEN,1942,0
Kenya,KEN,1943,0
Kenya,KEN,1944,0
Kenya,KEN,1945,0
Kenya,KEN,1946,0
Kenya,KEN,1947,0
Kenya,KEN,1948,0
Kenya,KEN,1949,0
Kenya,KEN,1950,0
Kenya,KEN,1951,0
Kenya,KEN,1952,0
Kenya,KEN,1953,0
Kenya,KEN,1954,0
Kenya,KEN,1955,0
Kenya,KEN,1956,0
Kenya,KEN,1957,0
Kenya,KEN,1958,0
Kenya,KEN,1959,0
Kenya,KEN,1960,0
Kenya,KEN,1961,0
Kenya,KEN,1962,0
Kenya,KEN,1963,0
Kenya,KEN,1964,0
Kenya,KEN,1965,0
Kenya,KEN,1966,0
Kenya,KEN,1967,0
Kenya,KEN,1968,1
Kenya,KEN,1969,0
Kenya,KEN,1970,0
Kenya,KEN,1971,0
Kenya,KEN,1972,0
Kenya,KEN,1973,0
Kenya,KEN,1974,0
Kenya,KEN,1975,0
Kenya,KEN,1976,0
Kenya,KEN,1977,0
Kenya,KEN,1978,0
Kenya,KEN,1979,0
Kenya,KEN,1980,0
Kenya,KEN,1981,0
Kenya,KEN,1982,0
Kenya,KEN,1983,0
Kenya,KEN,1984,0
Kenya,KEN,1985,0
Kenya,KEN,1986,0
Kenya,KEN,1987,0
Kenya,KEN,1988,0
Kenya,KEN,1989,0
Kenya,KEN,1990,0
Kenya,KEN,1991,0
Kenya,KEN,1992,0
Kenya,KEN,1993,0
Kenya,KEN,1994,0
Kenya,KEN,1995,0
Kenya,KEN,1996,0
Kenya,KEN,1997,0
Kenya,KEN,1998,0
Kenya,KEN,1999,0
Kenya,KEN,2000,0
Kenya,KEN,2001,0
Kenya,KEN,2002,0
Kenya,KEN,2003,0
Kenya,KEN,2004,0
Kenya,KEN,2005,0
Kenya,KEN,2006,0
Kenya,KEN,2007,0
Kenya,KEN,2008,0
Kenya,KEN,2009,0
Kenya,KEN,2010,0
Kenya,KEN,2011,0
Kenya,KEN,2012,0
Kenya,KEN,2013,0
Kenya,KEN,2014,0
Kenya,KEN,2015,0
Kenya,KEN,2016,0
Kenya,KEN,2017,0
Kermadec Islands,,-2150,0
Kermadec Islands,,-2000,0
Kermadec Islands,,-1610,0
Kermadec Islands,,-1566,0
Kermadec Islands,,-1450,0
Kermadec Islands,,-1365,0
Kermadec Islands,,-1250,0
Kermadec Islands,,-1050,0
Kermadec Islands,,-759,0
Kermadec Islands,,-590,0
Kermadec Islands,,-550,0
Kermadec Islands,,-525,0
Kermadec Islands,,-480,0
Kermadec Islands,,-479,0
Kermadec Islands,,-432,0
Kermadec Islands,,-426,0
Kermadec Islands,,-400,0
Kermadec Islands,,-373,0
Kermadec Islands,,-364,0
Kermadec Islands,,-330,0
Kermadec Islands,,-326,0
Kermadec Islands,,-282,0
Kermadec Islands,,-250,0
Kermadec Islands,,-227,0
Kermadec Islands,,-223,0
Kermadec Islands,,-221,0
Kermadec Islands,,-218,0
Kermadec Islands,,-217,0
Kermadec Islands,,-210,0
Kermadec Islands,,-198,0
Kermadec Islands,,-193,0
Kermadec Islands,,-186,0
Kermadec Islands,,-177,0
Kermadec Islands,,-70,0
Kermadec Islands,,-63,0
Kermadec Islands,,-60,0
Kermadec Islands,,-58,0
Kermadec Islands,,-50,0
Kermadec Islands,,-47,0
Kermadec Islands,,-33,0
Kermadec Islands,,-31,0
Kermadec Islands,,-27,0
Kermadec Islands,,-26,0
Kermadec Islands,,-15,0
Kermadec Islands,,10,0
Kermadec Islands,,11,0
Kermadec Islands,,17,0
Kermadec Islands,,23,0
Kermadec Islands,,25,0
Kermadec Islands,,27,0
Kermadec Islands,,29,0
Kermadec Islands,,33,0
Kermadec Islands,,37,0
Kermadec Islands,,46,0
Kermadec Islands,,50,0
Kermadec Islands,,52,0
Kermadec Islands,,55,0
Kermadec Islands,,57,0
Kermadec Islands,,60,0
Kermadec Islands,,62,0
Kermadec Islands,,63,0
Kermadec Islands,,76,0
Kermadec Islands,,79,0
Kermadec Islands,,89,0
Kermadec Islands,,93,0
Kermadec Islands,,100,0
Kermadec Islands,,105,0
Kermadec Islands,,109,0
Kermadec Islands,,115,0
Kermadec Islands,,120,0
Kermadec Islands,,123,0
Kermadec Islands,,128,0
Kermadec Islands,,138,0
Kermadec Islands,,142,0
Kermadec Islands,,143,0
Kermadec Islands,,155,0
Kermadec Islands,,170,0
Kermadec Islands,,173,0
Kermadec Islands,,177,0
Kermadec Islands,,180,0
Kermadec Islands,,243,0
Kermadec Islands,,251,0
Kermadec Islands,,253,0
Kermadec Islands,,258,0
Kermadec Islands,,262,0
Kermadec Islands,,294,0
Kermadec Islands,,304,0
Kermadec Islands,,306,0
Kermadec Islands,,315,0
Kermadec Islands,,319,0
Kermadec Islands,,324,0
Kermadec Islands,,334,0
Kermadec Islands,,340,0
Kermadec Islands,,341,0
Kermadec Islands,,342,0
Kermadec Islands,,344,0
Kermadec Islands,,346,0
Kermadec Islands,,348,0
Kermadec Islands,,350,0
Kermadec Islands,,355,0
Kermadec Islands,,358,0
Kermadec Islands,,361,0
Kermadec Islands,,362,0
Kermadec Islands,,365,0
Kermadec Islands,,367,0
Kermadec Islands,,368,0
Kermadec Islands,,369,0
Kermadec Islands,,382,0
Kermadec Islands,,394,0
Kermadec Islands,,396,0
Kermadec Islands,,407,0
Kermadec Islands,,412,0
Kermadec Islands,,419,0
Kermadec Islands,,425,0
Kermadec Islands,,427,0
Kermadec Islands,,438,0
Kermadec Islands,,440,0
Kermadec Islands,,447,0
Kermadec Islands,,448,0
Kermadec Islands,,450,0
Kermadec Islands,,457,0
Kermadec Islands,,458,0
Kermadec Islands,,460,0
Kermadec Islands,,470,0
Kermadec Islands,,477,0
Kermadec Islands,,478,0
Kermadec Islands,,494,0
Kermadec Islands,,499,0
Kermadec Islands,,500,0
Kermadec Islands,,501,0
Kermadec Islands,,510,0
Kermadec Islands,,512,0
Kermadec Islands,,518,0
Kermadec Islands,,521,0
Kermadec Islands,,522,0
Kermadec Islands,,525,0
Kermadec Islands,,527,0
Kermadec Islands,,528,0
Kermadec Islands,,533,0
Kermadec Islands,,543,0
Kermadec Islands,,551,0
Kermadec Islands,,552,0
Kermadec Islands,,553,0
Kermadec Islands,,554,0
Kermadec Islands,,555,0
Kermadec Islands,,557,0
Kermadec Islands,,558,0
Kermadec Islands,,565,0
Kermadec Islands,,567,0
Kermadec Islands,,579,0
Kermadec Islands,,581,0
Kermadec Islands,,587,0
Kermadec Islands,,600,0
Kermadec Islands,,614,0
Kermadec Islands,,634,0
Kermadec Islands,,649,0
Kermadec Islands,,662,0
Kermadec Islands,,664,0
Kermadec Islands,,678,0
Kermadec Islands,,684,0
Kermadec Islands,,688,0
Kermadec Islands,,701,0
Kermadec Islands,,704,0
Kermadec Islands,,713,0
Kermadec Islands,,715,0
Kermadec Islands,,716,0
Kermadec Islands,,734,0
Kermadec Islands,,735,0
Kermadec Islands,,740,0
Kermadec Islands,,742,0
Kermadec Islands,,743,0
Kermadec Islands,,744,0
Kermadec Islands,,745,0
Kermadec Islands,,746,0
Kermadec Islands,,748,0
Kermadec Islands,,749,0
Kermadec Islands,,758,0
Kermadec Islands,,763,0
Kermadec Islands,,766,0
Kermadec Islands,,777,0
Kermadec Islands,,778,0
Kermadec Islands,,780,0
Kermadec Islands,,788,0
Kermadec Islands,,793,0
Kermadec Islands,,796,0
Kermadec Islands,,801,0
Kermadec Islands,,802,0
Kermadec Islands,,803,0
Kermadec Islands,,811,0
Kermadec Islands,,814,0
Kermadec Islands,,818,0
Kermadec Islands,,820,0
Kermadec Islands,,835,0
Kermadec Islands,,838,0
Kermadec Islands,,842,0
Kermadec Islands,,844,0
Kermadec Islands,,845,0
Kermadec Islands,,846,0
Kermadec Islands,,847,0
Kermadec Islands,,850,0
Kermadec Islands,,851,0
Kermadec Islands,,853,0
Kermadec Islands,,854,0
Kermadec Islands,,855,0
Kermadec Islands,,856,0
Kermadec Islands,,857,0
Kermadec Islands,,858,0
Kermadec Islands,,859,0
Kermadec Islands,,860,0
Kermadec Islands,,863,0
Kermadec Islands,,864,0
Kermadec Islands,,867,0
Kermadec Islands,,869,0
Kermadec Islands,,871,0
Kermadec Islands,,876,0
Kermadec Islands,,881,0
Kermadec Islands,,885,0
Kermadec Islands,,887,0
Kermadec Islands,,891,0
Kermadec Islands,,893,0
Kermadec Islands,,894,0
Kermadec Islands,,896,0
Kermadec Islands,,898,0
Kermadec Islands,,910,0
Kermadec Islands,,912,0
Kermadec Islands,,922,0
Kermadec Islands,,942,0
Kermadec Islands,,943,0
Kermadec Islands,,951,0
Kermadec Islands,,953,0
Kermadec Islands,,956,0
Kermadec Islands,,957,0
Kermadec Islands,,958,0
Kermadec Islands,,963,0
Kermadec Islands,,972,0
Kermadec Islands,,977,0
Kermadec Islands,,978,0
Kermadec Islands,,985,0
Kermadec Islands,,986,0
Kermadec Islands,,990,0
Kermadec Islands,,991,0
Kermadec Islands,,999,0
Kermadec Islands,,1000,0
Kermadec Islands,,1001,0
Kermadec Islands,,1003,0
Kermadec Islands,,1007,0
Kermadec Islands,,1008,0
Kermadec Islands,,1010,0
Kermadec Islands,,1013,0
Kermadec Islands,,1021,0
Kermadec Islands,,1022,0
Kermadec Islands,,1026,0
Kermadec Islands,,1033,0
Kermadec Islands,,1036,0
Kermadec Islands,,1037,0
Kermadec Islands,,1038,0
Kermadec Islands,,1039,0
Kermadec Islands,,1040,0
Kermadec Islands,,1042,0
Kermadec Islands,,1045,0
Kermadec Islands,,1046,0
Kermadec Islands,,1048,0
Kermadec Islands,,1052,0
Kermadec Islands,,1057,0
Kermadec Islands,,1058,0
Kermadec Islands,,1063,0
Kermadec Islands,,1064,0
Kermadec Islands,,1065,0
Kermadec Islands,,1066,0
Kermadec Islands,,1067,0
Kermadec Islands,,1068,0
Kermadec Islands,,1070,0
Kermadec Islands,,1072,0
Kermadec Islands,,1076,0
Kermadec Islands,,1082,0
Kermadec Islands,,1085,0
Kermadec Islands,,1086,0
Kermadec Islands,,1088,0
Kermadec Islands,,1089,0
Kermadec Islands,,1091,0
Kermadec Islands,,1096,0
Kermadec Islands,,1099,0
Kermadec Islands,,1101,0
Kermadec Islands,,1102,0
Kermadec Islands,,1106,0
Kermadec Islands,,1109,0
Kermadec Islands,,1111,0
Kermadec Islands,,1114,0
Kermadec Islands,,1115,0
Kermadec Islands,,1117,0
Kermadec Islands,,1118,0
Kermadec Islands,,1119,0
Kermadec Islands,,1125,0
Kermadec Islands,,1130,0
Kermadec Islands,,1137,0
Kermadec Islands,,1139,0
Kermadec Islands,,1143,0
Kermadec Islands,,1149,0
Kermadec Islands,,1151,0
Kermadec Islands,,1153,0
Kermadec Islands,,1155,0
Kermadec Islands,,1156,0
Kermadec Islands,,1157,0
Kermadec Islands,,1158,0
Kermadec Islands,,1160,0
Kermadec Islands,,1164,0
Kermadec Islands,,1169,0
Kermadec Islands,,1171,0
Kermadec Islands,,1172,0
Kermadec Islands,,1175,0
Kermadec Islands,,1176,0
Kermadec Islands,,1179,0
Kermadec Islands,,1180,0
Kermadec Islands,,1182,0
Kermadec Islands,,1183,0
Kermadec Islands,,1184,0
Kermadec Islands,,1201,0
Kermadec Islands,,1202,0
Kermadec Islands,,1208,0
Kermadec Islands,,1209,0
Kermadec Islands,,1211,0
Kermadec Islands,,1219,0
Kermadec Islands,,1222,0
Kermadec Islands,,1223,0
Kermadec Islands,,1227,0
Kermadec Islands,,1231,0
Kermadec Islands,,1233,0
Kermadec Islands,,1237,0
Kermadec Islands,,1241,0
Kermadec Islands,,1248,0
Kermadec Islands,,1255,0
Kermadec Islands,,1257,0
Kermadec Islands,,1259,0
Kermadec Islands,,1267,0
Kermadec Islands,,1268,0
Kermadec Islands,,1269,0
Kermadec Islands,,1272,0
Kermadec Islands,,1273,0
Kermadec Islands,,1275,0
Kermadec Islands,,1276,0
Kermadec Islands,,1277,0
Kermadec Islands,,1279,0
Kermadec Islands,,1280,0
Kermadec Islands,,1281,0
Kermadec Islands,,1283,0
Kermadec Islands,,1284,0
Kermadec Islands,,1286,0
Kermadec Islands,,1289,0
Kermadec Islands,,1290,0
Kermadec Islands,,1291,0
Kermadec Islands,,1293,0
Kermadec Islands,,1295,0
Kermadec Islands,,1298,0
Kermadec Islands,,1300,0
Kermadec Islands,,1301,0
Kermadec Islands,,1303,0
Kermadec Islands,,1304,0
Kermadec Islands,,1305,0
Kermadec Islands,,1306,0
Kermadec Islands,,1310,0
Kermadec Islands,,1314,0
Kermadec Islands,,1319,0
Kermadec Islands,,1320,0
Kermadec Islands,,1323,0
Kermadec Islands,,1327,0
Kermadec Islands,,1328,0
Kermadec Islands,,1329,0
Kermadec Islands,,1331,0
Kermadec Islands,,1332,0
Kermadec Islands,,1336,0
Kermadec Islands,,1337,0
Kermadec Islands,,1339,0
Kermadec Islands,,1340,0
Kermadec Islands,,1341,0
Kermadec Islands,,1343,0
Kermadec Islands,,1344,0
Kermadec Islands,,1345,0
Kermadec Islands,,1346,0
Kermadec Islands,,1347,0
Kermadec Islands,,1348,0
Kermadec Islands,,1349,0
Kermadec Islands,,1350,0
Kermadec Islands,,1351,0
Kermadec Islands,,1352,0
Kermadec Islands,,1353,0
Kermadec Islands,,1354,0
Kermadec Islands,,1356,0
Kermadec Islands,,1358,0
Kermadec Islands,,1359,0
Kermadec Islands,,1360,0
Kermadec Islands,,1361,0
Kermadec Islands,,1365,0
Kermadec Islands,,1367,0
Kermadec Islands,,1368,0
Kermadec Islands,,1372,0
Kermadec Islands,,1374,0
Kermadec Islands,,1375,0
Kermadec Islands,,1377,0
Kermadec Islands,,1380,0
Kermadec Islands,,1382,0
Kermadec Islands,,1383,0
Kermadec Islands,,1384,0
Kermadec Islands,,1385,0
Kermadec Islands,,1386,0
Kermadec Islands,,1387,0
Kermadec Islands,,1389,0
Kermadec Islands,,1390,0
Kermadec Islands,,1391,0
Kermadec Islands,,1399,0
Kermadec Islands,,1400,0
Kermadec Islands,,1402,0
Kermadec Islands,,1403,0
Kermadec Islands,,1404,0
Kermadec Islands,,1405,0
Kermadec Islands,,1406,0
Kermadec Islands,,1407,0
Kermadec Islands,,1408,0
Kermadec Islands,,1414,0
Kermadec Islands,,1417,0
Kermadec Islands,,1418,0
Kermadec Islands,,1419,0
Kermadec Islands,,1426,0
Kermadec Islands,,1427,0
Kermadec Islands,,1428,0
Kermadec Islands,,1431,0
Kermadec Islands,,1433,0
Kermadec Islands,,1440,0
Kermadec Islands,,1441,0
Kermadec Islands,,1443,0
Kermadec Islands,,1444,0
Kermadec Islands,,1445,0
Kermadec Islands,,1447,0
Kermadec Islands,,1448,0
Kermadec Islands,,1451,0
Kermadec Islands,,1454,0
Kermadec Islands,,1455,0
Kermadec Islands,,1456,0
Kermadec Islands,,1457,0
Kermadec Islands,,1458,0
Kermadec Islands,,1459,0
Kermadec Islands,,1461,0
Kermadec Islands,,1463,0
