[T25.],Index of Industrial Production,,,,,
376,Israel,"Index of industrial production: Textiles, wearing apparel, leather, footwear (Index base: 2005=100)",2011,80.6,,"United Nations Statistics Division, New York, Environment and energy statistics branch, Industrial and Energy Statistics Section, last accessed November 2015."
376,Israel,"Index of industrial production: Textiles, wearing apparel, leather, footwear (Index base: 2005=100)",2012,76.2,,"United Nations Statistics Division, New York, Environment and energy statistics branch, Industrial and Energy Statistics Section, last accessed November 2015."
376,Israel,"Index of industrial production: Textiles, wearing apparel, leather, footwear (Index base: 2005=100)",2013,71.6,,"United Nations Statistics Division, New York, Environment and energy statistics branch, Industrial and Energy Statistics Section, last accessed November 2015."
376,Israel,"Index of industrial production: Textiles, wearing apparel, leather, footwear (Index base: 2005=100)",2014,73.1,,"United Nations Statistics Division, New York, Environment and energy statistics branch, Industrial and Energy Statistics Section, last accessed November 2015."
376,Israel,"Index of industrial production: Chemicals, petroleum, rubber and plastic products (Index base: 2005=100)",2007,113.2,,"United Nations Statistics Division, New York, Environment and energy statistics branch, Industrial and Energy Statistics Section, last accessed November 2015."
376,Israel,"Index of industrial production: Chemicals, petroleum, rubber and plastic products (Index base: 2005=100)",2008,130.9,,"United Nations Statistics Division, New York, Environment and energy statistics branch, Industrial and Energy Statistics Section, last accessed November 2015."
376,Israel,"Index of industrial production: Chemicals, petroleum, rubber and plastic products (Index base: 2005=100)",2009,118.6,,"United Nations Statistics Division, New York, Environment and energy statistics branch, Industrial and Energy Statistics Section, last accessed November 2015."
376,Israel,"Index of industrial production: Chemicals, petroleum, rubber and plastic products (Index base: 2005=100)",2010,134.3,,"United Nations Statistics Division, New York, Environment and energy statistics branch, Industrial and Energy Statistics Section, last accessed November 2015."
376,Israel,"Index of industrial production: Chemicals, petroleum, rubber and plastic products (Index base: 2005=100)",2011,136.4,,"United Nations Statistics Division, New York, Environment and energy statistics branch, Industrial and Energy Statistics Section, last accessed November 2015."
376,Israel,"Index of industrial production: Chemicals, petroleum, rubber and plastic products (Index base: 2005=100)",2012,142.2,,"United Nations Statistics Division, New York, Environment and energy statistics branch, Industrial and Energy Statistics Section, last accessed November 2015."
376,Israel,"Index of industrial production: Chemicals, petroleum, rubber and plastic products (Index base: 2005=100)",2013,143.6,,"United Nations Statistics Division, New York, Environment and energy statistics branch, Industrial and Energy Statistics Section, last accessed November 2015."
376,Israel,"Index of industrial production: Chemicals, petroleum, rubber and plastic products (Index base: 2005=100)",2014,141.2,,"United Nations Statistics Division, New York, Environment and energy statistics branch, Industrial and Energy Statistics Section, last accessed November 2015."
376,Israel,Index of industrial production: Basic metals (Index base: 2005=100),2007,106.6,,"United Nations Statistics Division, New York, Environment and energy statistics branch, Industrial and Energy Statistics Section, last accessed November 2015."
376,Israel,Index of industrial production: Basic metals (Index base: 2005=100),2008,99.4,,"United Nations Statistics Division, New York, Environment and energy statistics branch, Industrial and Energy Statistics Section, last accessed November 2015."
376,Israel,Index of industrial production: Basic metals (Index base: 2005=100),2009,82.4,,"United Nations Statistics Division, New York, Environment and energy statistics branch, Industrial and Energy Statistics Section, last accessed November 2015."
376,Israel,Index of industrial production: Basic metals (Index base: 2005=100),2010,93.2,,"United Nations Statistics Division, New York, Environment and energy statistics branch, Industrial and Energy Statistics Section, last accessed November 2015."
376,Israel,Index of industrial production: Basic metals (Index base: 2005=100),2011,98.8,,"United Nations Statistics Division, New York, Environment and energy statistics branch, Industrial and Energy Statistics Section, last accessed November 2015."
376,Israel,Index of industrial production: Basic metals (Index base: 2005=100),2012,98.7,,"United Nations Statistics Division, New York, Environment and energy statistics branch, Industrial and Energy Statistics Section, last accessed November 2015."
376,Israel,Index of industrial production: Basic metals (Index base: 2005=100),2013,97.4,,"United Nations Statistics Division, New York, Environment and energy statistics branch, Industrial and Energy Statistics Section, last accessed November 2015."
376,Israel,Index of industrial production: Basic metals (Index base: 2005=100),2014,95.6,,"United Nations Statistics Division, New York, Environment and energy statistics branch, Industrial and Energy Statistics Section, last accessed November 2015."
376,Israel,Index of industrial production: Metal products and machinery (Index Base: 2005=100),2007,118.5,,"United Nations Statistics Division, New York, Environment and energy statistics branch, Industrial and Energy Statistics Section, last accessed November 2015."
376,Israel,Index of industrial production: Metal products and machinery (Index Base: 2005=100),2008,122.2,,"United Nations Statistics Division, New York, Environment and energy statistics branch, Industrial and Energy Statistics Section, last accessed November 2015."
376,Israel,Index of industrial production: Metal products and machinery (Index Base: 2005=100),2009,117.0,,"United Nations Statistics Division, New York, Environment and energy statistics branch, Industrial and Energy Statistics Section, last accessed November 2015."
376,Israel,Index of industrial production: Metal products and machinery (Index Base: 2005=100),2010,122.5,,"United Nations Statistics Division, New York, Environment and energy statistics branch, Industrial and Energy Statistics Section, last accessed November 2015."
376,Israel,Index of industrial production: Metal products and machinery (Index Base: 2005=100),2011,128.6,,"United Nations Statistics Division, New York, Environment and energy statistics branch, Industrial and Energy Statistics Section, last accessed November 2015."
376,Israel,Index of industrial production: Metal products and machinery (Index Base: 2005=100),2012,136.5,,"United Nations Statistics Division, New York, Environment and energy statistics branch, Industrial and Energy Statistics Section, last accessed November 2015."
376,Israel,Index of industrial production: Metal products and machinery (Index Base: 2005=100),2013,133.2,,"United Nations Statistics Division, New York, Environment and energy statistics branch, Industrial and Energy Statistics Section, last accessed November 2015."
376,Israel,Index of industrial production: Metal products and machinery (Index Base: 2005=100),2014,136.0,,"United Nations Statistics Division, New York, Environment and energy statistics branch, Industrial and Energy Statistics Section, last accessed November 2015."
380,Italy,"Index of industrial production: Total industry - Mining; manufacturing; electricity, gas and water (Index base: 2005=100)",2007,105.7,Excluding water and waste management.,"United Nations Statistics Division, New York, Environment and energy statistics branch, Industrial and Energy Statistics Section, last accessed November 2015."
380,Italy,"Index of industrial production: Total industry - Mining; manufacturing; electricity, gas and water (Index base: 2005=100)",2008,102.3,Excluding water and waste management.,"United Nations Statistics Division, New York, Environment and energy statistics branch, Industrial and Energy Statistics Section, last accessed November 2015."
380,Italy,"Index of industrial production: Total industry - Mining; manufacturing; electricity, gas and water (Index base: 2005=100)",2009,83.2,Excluding water and waste management.,"United Nations Statistics Division, New York, Environment and energy statistics branch, Industrial and Energy Statistics Section, last accessed November 2015."
380,Italy,"Index of industrial production: Total industry - Mining; manufacturing; electricity, gas and water (Index base: 2005=100)",2010,89.0,Excluding water and waste management.,"United Nations Statistics Division, New York, Environment and energy statistics branch, Industrial and Energy Statistics Section, last accessed November 2015."
380,Italy,"Index of industrial production: Total industry - Mining; manufacturing; electricity, gas and water (Index base: 2005=100)",2011,89.3,Excluding water and waste management.,"United Nations Statistics Division, New York, Environment and energy statistics branch, Industrial and Energy Statistics Section, last accessed November 2015."
380,Italy,"Index of industrial production: Total industry - Mining; manufacturing; electricity, gas and water (Index base: 2005=100)",2012,84.0,Excluding water and waste management.,"United Nations Statistics Division, New York, Environment and energy statistics branch, Industrial and Energy Statistics Section, last accessed November 2015."
380,Italy,"Index of industrial production: Total industry - Mining; manufacturing; electricity, gas and water (Index base: 2005=100)",2013,81.3,Excluding water and waste management.,"United Nations Statistics Division, New York, Environment and energy statistics branch, Industrial and Energy Statistics Section, last accessed November 2015."
380,Italy,"Index of industrial production: Total industry - Mining; manufacturing; electricity, gas and water (Index base: 2005=100)",2014,80.5,Excluding water and waste management.,"United Nations Statistics Division, New York, Environment and energy statistics branch, Industrial and Energy Statistics Section, last accessed November 2015."
380,Italy,Index of industrial production: Mining (Index base: 2005=100),2007,91.9,,"United Nations Statistics Division, New York, Environment and energy statistics branch, Industrial and Energy Statistics Section, last accessed November 2015."
380,Italy,Index of industrial production: Mining (Index base: 2005=100),2008,84.6,,"United Nations Statistics Division, New York, Environment and energy statistics branch, Industrial and Energy Statistics Section, last accessed November 2015."
380,Italy,Index of industrial production: Mining (Index base: 2005=100),2009,74.3,,"United Nations Statistics Division, New York, Environment and energy statistics branch, Industrial and Energy Statistics Section, last accessed November 2015."
380,Italy,Index of industrial production: Mining (Index base: 2005=100),2010,73.2,,"United Nations Statistics Division, New York, Environment and energy statistics branch, Industrial and Energy Statistics Section, last accessed November 2015."
380,Italy,Index of industrial production: Mining (Index base: 2005=100),2011,74.7,,"United Nations Statistics Division, New York, Environment and energy statistics branch, Industrial and Energy Statistics Section, last accessed November 2015."
380,Italy,Index of industrial production: Mining (Index base: 2005=100),2012,75.5,,"United Nations Statistics Division, New York, Environment and energy statistics branch, Industrial and Energy Statistics Section, last accessed November 2015."
380,Italy,Index of industrial production: Mining (Index base: 2005=100),2013,69.1,,"United Nations Statistics Division, New York, Environment and energy statistics branch, Industrial and Energy Statistics Section, last accessed November 2015."
380,Italy,Index of industrial production: Mining (Index base: 2005=100),2014,67.1,,"United Nations Statistics Division, New York, Environment and energy statistics branch, Industrial and Energy Statistics Section, last accessed November 2015."
380,Italy,Index of industrial production: Manufacturing (Index base: 2005=100),2007,106.2,,"United Nations Statistics Division, New York, Environment and energy statistics branch, Industrial and Energy Statistics Section, last accessed November 2015."
380,Italy,Index of industrial production: Manufacturing (Index base: 2005=100),2008,102.8,,"United Nations Statistics Division, New York, Environment and energy statistics branch, Industrial and Energy Statistics Section, last accessed November 2015."
380,Italy,Index of industrial production: Manufacturing (Index base: 2005=100),2009,82.9,,"United Nations Statistics Division, New York, Environment and energy statistics branch, Industrial and Energy Statistics Section, last accessed November 2015."
380,Italy,Index of industrial production: Manufacturing (Index base: 2005=100),2010,88.9,,"United Nations Statistics Division, New York, Environment and energy statistics branch, Industrial and Energy Statistics Section, last accessed November 2015."
380,Italy,Index of industrial production: Manufacturing (Index base: 2005=100),2011,89.5,,"United Nations Statistics Division, New York, Environment and energy statistics branch, Industrial and Energy Statistics Section, last accessed November 2015."
380,Italy,Index of industrial production: Manufacturing (Index base: 2005=100),2012,83.7,,"United Nations Statistics Division, New York, Environment and energy statistics branch, Industrial and Energy Statistics Section, last accessed November 2015."
380,Italy,Index of industrial production: Manufacturing (Index base: 2005=100),2013,81.2,,"United Nations Statistics Division, New York, Environment and energy statistics branch, Industrial and Energy Statistics Section, last accessed November 2015."
380,Italy,Index of industrial production: Manufacturing (Index base: 2005=100),2014,80.9,,"United Nations Statistics Division, New York, Environment and energy statistics branch, Industrial and Energy Statistics Section, last accessed November 2015."
380,Italy,"Index of industrial production: Food, beverages and tobacco (Index base: 2005=100)",2007,102.6,Data refers to food and beverages only.,"United Nations Statistics Division, New York, Environment and energy statistics branch, Industrial and Energy Statistics Section, last accessed November 2015."
380,Italy,"Index of industrial production: Food, beverages and tobacco (Index base: 2005=100)",2008,102.2,Data refers to food and beverages only.,"United Nations Statistics Division, New York, Environment and energy statistics branch, Industrial and Energy Statistics Section, last accessed November 2015."
380,Italy,"Index of industrial production: Food, beverages and tobacco (Index base: 2005=100)",2009,101.1,Data refers to food and beverages only.,"United Nations Statistics Division, New York, Environment and energy statistics branch, Industrial and Energy Statistics Section, last accessed November 2015."
380,Italy,"Index of industrial production: Food, beverages and tobacco (Index base: 2005=100)",2010,103.2,Data refers to food and beverages only.,"United Nations Statistics Division, New York, Environment and energy statistics branch, Industrial and Energy Statistics Section, last accessed November 2015."
380,Italy,"Index of industrial production: Food, beverages and tobacco (Index base: 2005=100)",2011,102.3,Data refers to food and beverages only.,"United Nations Statistics Division, New York, Environment and energy statistics branch, Industrial and Energy Statistics Section, last accessed November 2015."
380,Italy,"Index of industrial production: Food, beverages and tobacco (Index base: 2005=100)",2012,101.6,Data refers to food and beverages only.,"United Nations Statistics Division, New York, Environment and energy statistics branch, Industrial and Energy Statistics Section, last accessed November 2015."
380,Italy,"Index of industrial production: Food, beverages and tobacco (Index base: 2005=100)",2013,100.7,Data refers to food and beverages only.,"United Nations Statistics Division, New York, Environment and energy statistics branch, Industrial and Energy Statistics Section, last accessed November 2015."
380,Italy,"Index of industrial production: Food, beverages and tobacco (Index base: 2005=100)",2014,100.8,Data refers to food and beverages only.,"United Nations Statistics Division, New York, Environment and energy statistics branch, Industrial and Energy Statistics Section, last accessed November 2015."
380,Italy,"Index of industrial production: Textiles, wearing apparel, leather, footwear (Index base: 2005=100)",2007,109.1,,"United Nations Statistics Division, New York, Environment and energy statistics branch, Industrial and Energy Statistics Section, last accessed November 2015."
380,Italy,"Index of industrial production: Textiles, wearing apparel, leather, footwear (Index base: 2005=100)",2008,105.4,,"United Nations Statistics Division, New York, Environment and energy statistics branch, Industrial and Energy Statistics Section, last accessed November 2015."
380,Italy,"Index of industrial production: Textiles, wearing apparel, leather, footwear (Index base: 2005=100)",2009,93.7,,"United Nations Statistics Division, New York, Environment and energy statistics branch, Industrial and Energy Statistics Section, last accessed November 2015."
380,Italy,"Index of industrial production: Textiles, wearing apparel, leather, footwear (Index base: 2005=100)",2010,99.2,,"United Nations Statistics Division, New York, Environment and energy statistics branch, Industrial and Energy Statistics Section, last accessed November 2015."
380,Italy,"Index of industrial production: Textiles, wearing apparel, leather, footwear (Index base: 2005=100)",2011,94.3,,"United Nations Statistics Division, New York, Environment and energy statistics branch, Industrial and Energy Statistics Section, last accessed November 2015."
380,Italy,"Index of industrial production: Textiles, wearing apparel, leather, footwear (Index base: 2005=100)",2012,86.7,,"United Nations Statistics Division, New York, Environment and energy statistics branch, Industrial and Energy Statistics Section, last accessed November 2015."
380,Italy,"Index of industrial production: Textiles, wearing apparel, leather, footwear (Index base: 2005=100)",2013,82.4,,"United Nations Statistics Division, New York, Environment and energy statistics branch, Industrial and Energy Statistics Section, last accessed November 2015."
380,Italy,"Index of industrial production: Textiles, wearing apparel, leather, footwear (Index base: 2005=100)",2014,81.8,,"United Nations Statistics Division, New York, Environment and energy statistics branch, Industrial and Energy Statistics Section, last accessed November 2015."
380,Italy,"Index of industrial production: Chemicals, petroleum, rubber and plastic products (Index base: 2005=100)",2007,104.9,,"United Nations Statistics Division, New York, Environment and energy statistics branch, Industrial and Energy Statistics Section, last accessed November 2015."
380,Italy,"Index of industrial production: Chemicals, petroleum, rubber and plastic products (Index base: 2005=100)",2008,100.7,,"United Nations Statistics Division, New York, Environment and energy statistics branch, Industrial and Energy Statistics Section, last accessed November 2015."
380,Italy,"Index of industrial production: Chemicals, petroleum, rubber and plastic products (Index base: 2005=100)",2009,89.4,,"United Nations Statistics Division, New York, Environment and energy statistics branch, Industrial and Energy Statistics Section, last accessed November 2015."
380,Italy,"Index of industrial production: Chemicals, petroleum, rubber and plastic products (Index base: 2005=100)",2010,93.3,,"United Nations Statistics Division, New York, Environment and energy statistics branch, Industrial and Energy Statistics Section, last accessed November 2015."
380,Italy,"Index of industrial production: Chemicals, petroleum, rubber and plastic products (Index base: 2005=100)",2011,92.2,,"United Nations Statistics Division, New York, Environment and energy statistics branch, Industrial and Energy Statistics Section, last accessed November 2015."
380,Italy,"Index of industrial production: Chemicals, petroleum, rubber and plastic products (Index base: 2005=100)",2012,87.8,,"United Nations Statistics Division, New York, Environment and energy statistics branch, Industrial and Energy Statistics Section, last accessed November 2015."
380,Italy,"Index of industrial production: Chemicals, petroleum, rubber and plastic products (Index base: 2005=100)",2013,87.4,,"United Nations Statistics Division, New York, Environment and energy statistics branch, Industrial and Energy Statistics Section, last accessed November 2015."
380,Italy,"Index of industrial production: Chemicals, petroleum, rubber and plastic products (Index base: 2005=100)",2014,87.4,,"United Nations Statistics Division, New York, Environment and energy statistics branch, Industrial and Energy Statistics Section, last accessed November 2015."
380,Italy,Index of industrial production: Basic metals (Index base: 2005=100),2007,107.2,,"United Nations Statistics Division, New York, Environment and energy statistics branch, Industrial and Energy Statistics Section, last accessed November 2015."
380,Italy,Index of industrial production: Basic metals (Index base: 2005=100),2008,100.6,,"United Nations Statistics Division, New York, Environment and energy statistics branch, Industrial and Energy Statistics Section, last accessed November 2015."
380,Italy,Index of industrial production: Basic metals (Index base: 2005=100),2009,70.6,,"United Nations Statistics Division, New York, Environment and energy statistics branch, Industrial and Energy Statistics Section, last accessed November 2015."
380,Italy,Index of industrial production: Basic metals (Index base: 2005=100),2010,84.7,,"United Nations Statistics Division, New York, Environment and energy statistics branch, Industrial and Energy Statistics Section, last accessed November 2015."
380,Italy,Index of industrial production: Basic metals (Index base: 2005=100),2011,88.7,,"United Nations Statistics Division, New York, Environment and energy statistics branch, Industrial and Energy Statistics Section, last accessed November 2015."
380,Italy,Index of industrial production: Basic metals (Index base: 2005=100),2012,82.6,,"United Nations Statistics Division, New York, Environment and energy statistics branch, Industrial and Energy Statistics Section, last accessed November 2015."
380,Italy,Index of industrial production: Basic metals (Index base: 2005=100),2013,77.0,,"United Nations Statistics Division, New York, Environment and energy statistics branch, Industrial and Energy Statistics Section, last accessed November 2015."
380,Italy,Index of industrial production: Basic metals (Index base: 2005=100),2014,78.9,,"United Nations Statistics Division, New York, Environment and energy statistics branch, Industrial and Energy Statistics Section, last accessed November 2015."
380,Italy,Index of industrial production: Metal products and machinery (Index Base: 2005=100),2007,109.2,,"United Nations Statistics Division, New York, Environment and energy statistics branch, Industrial and Energy Statistics Section, last accessed November 2015."
380,Italy,Index of industrial production: Metal products and machinery (Index Base: 2005=100),2008,105.4,,"United Nations Statistics Division, New York, Environment and energy statistics branch, Industrial and Energy Statistics Section, last accessed November 2015."
380,Italy,Index of industrial production: Metal products and machinery (Index Base: 2005=100),2009,75.0,,"United Nations Statistics Division, New York, Environment and energy statistics branch, Industrial and Energy Statistics Section, last accessed November 2015."
380,Italy,Index of industrial production: Metal products and machinery (Index Base: 2005=100),2010,82.9,,"United Nations Statistics Division, New York, Environment and energy statistics branch, Industrial and Energy Statistics Section, last accessed November 2015."
380,Italy,Index of industrial production: Metal products and machinery (Index Base: 2005=100),2011,85.4,,"United Nations Statistics Division, New York, Environment and energy statistics branch, Industrial and Energy Statistics Section, last accessed November 2015."
380,Italy,Index of industrial production: Metal products and machinery (Index Base: 2005=100),2012,79.4,,"United Nations Statistics Division, New York, Environment and energy statistics branch, Industrial and Energy Statistics Section, last accessed November 2015."
380,Italy,Index of industrial production: Metal products and machinery (Index Base: 2005=100),2013,77.3,,"United Nations Statistics Division, New York, Environment and energy statistics branch, Industrial and Energy Statistics Section, last accessed November 2015."
380,Italy,Index of industrial production: Metal products and machinery (Index Base: 2005=100),2014,76.6,,"United Nations Statistics Division, New York, Environment and energy statistics branch, Industrial and Energy Statistics Section, last accessed November 2015."
380,Italy,"Index of industrial production: Electricity, gas, steam (Index base: 2005=100)",2007,101.8,,"United Nations Statistics Division, New York, Environment and energy statistics branch, Industrial and Energy Statistics Section, last accessed November 2015."
380,Italy,"Index of industrial production: Electricity, gas, steam (Index base: 2005=100)",2008,102.5,,"United Nations Statistics Division, New York, Environment and energy statistics branch, Industrial and Energy Statistics Section, last accessed November 2015."
380,Italy,"Index of industrial production: Electricity, gas, steam (Index base: 2005=100)",2009,93.3,,"United Nations Statistics Division, New York, Environment and energy statistics branch, Industrial and Energy Statistics Section, last accessed November 2015."
380,Italy,"Index of industrial production: Electricity, gas, steam (Index base: 2005=100)",2010,95.6,,"United Nations Statistics Division, New York, Environment and energy statistics branch, Industrial and Energy Statistics Section, last accessed November 2015."
380,Italy,"Index of industrial production: Electricity, gas, steam (Index base: 2005=100)",2011,93.6,,"United Nations Statistics Division, New York, Environment and energy statistics branch, Industrial and Energy Statistics Section, last accessed November 2015."
380,Italy,"Index of industrial production: Electricity, gas, steam (Index base: 2005=100)",2012,90.9,,"United Nations Statistics Division, New York, Environment and energy statistics branch, Industrial and Energy Statistics Section, last accessed November 2015."
380,Italy,"Index of industrial production: Electricity, gas, steam (Index base: 2005=100)",2013,86.9,,"United Nations Statistics Division, New York, Environment and energy statistics branch, Industrial and Energy Statistics Section, last accessed November 2015."
380,Italy,"Index of industrial production: Electricity, gas, steam (Index base: 2005=100)",2014,82.2,,"United Nations Statistics Division, New York, Environment and energy statistics branch, Industrial and Energy Statistics Section, last accessed November 2015."
392,Japan,Index of industrial production: Mining (Index base: 2005=100),2007,106.6,,"United Nations Statistics Division, New York, Environment and energy statistics branch, Industrial and Energy Statistics Section, last accessed November 2015."
392,Japan,Index of industrial production: Mining (Index base: 2005=100),2008,103.1,,"United Nations Statistics Division, New York, Environment and energy statistics branch, Industrial and Energy Statistics Section, last accessed November 2015."
392,Japan,Index of industrial production: Mining (Index base: 2005=100),2009,94.7,,"United Nations Statistics Division, New York, Environment and energy statistics branch, Industrial and Energy Statistics Section, last accessed November 2015."
392,Japan,Index of industrial production: Mining (Index base: 2005=100),2010,91.0,,"United Nations Statistics Division, New York, Environment and energy statistics branch, Industrial and Energy Statistics Section, last accessed November 2015."
392,Japan,Index of industrial production: Mining (Index base: 2005=100),2011,91.0,,"United Nations Statistics Division, New York, Environment and energy statistics branch, Industrial and Energy Statistics Section, last accessed November 2015."
392,Japan,Index of industrial production: Mining (Index base: 2005=100),2012,91.9,,"United Nations Statistics Division, New York, Environment and energy statistics branch, Industrial and Energy Statistics Section, last accessed November 2015."
392,Japan,Index of industrial production: Mining (Index base: 2005=100),2013,87.9,,"United Nations Statistics Division, New York, Environment and energy statistics branch, Industrial and Energy Statistics Section, last accessed November 2015."
392,Japan,Index of industrial production: Mining (Index base: 2005=100),2014,85.9,,"United Nations Statistics Division, New York, Environment and energy statistics branch, Industrial and Energy Statistics Section, last accessed November 2015."
392,Japan,Index of industrial production: Manufacturing (Index base: 2005=100),2007,107.4,,"United Nations Statistics Division, New York, Environment and energy statistics branch, Industrial and Energy Statistics Section, last accessed November 2015."
392,Japan,Index of industrial production: Manufacturing (Index base: 2005=100),2008,103.8,,"United Nations Statistics Division, New York, Environment and energy statistics branch, Industrial and Energy Statistics Section, last accessed November 2015."
392,Japan,Index of industrial production: Manufacturing (Index base: 2005=100),2009,81.1,,"United Nations Statistics Division, New York, Environment and energy statistics branch, Industrial and Energy Statistics Section, last accessed November 2015."
392,Japan,Index of industrial production: Manufacturing (Index base: 2005=100),2010,93.8,,"United Nations Statistics Division, New York, Environment and energy statistics branch, Industrial and Energy Statistics Section, last accessed November 2015."
392,Japan,Index of industrial production: Manufacturing (Index base: 2005=100),2011,91.1,,"United Nations Statistics Division, New York, Environment and energy statistics branch, Industrial and Energy Statistics Section, last accessed November 2015."
392,Japan,Index of industrial production: Manufacturing (Index base: 2005=100),2012,91.7,,"United Nations Statistics Division, New York, Environment and energy statistics branch, Industrial and Energy Statistics Section, last accessed November 2015."
392,Japan,Index of industrial production: Manufacturing (Index base: 2005=100),2013,91.0,,"United Nations Statistics Division, New York, Environment and energy statistics branch, Industrial and Energy Statistics Section, last accessed November 2015."
392,Japan,Index of industrial production: Manufacturing (Index base: 2005=100),2014,92.8,,"United Nations Statistics Division, New York, Environment and energy statistics branch, Industrial and Energy Statistics Section, last accessed November 2015."
392,Japan,"Index of industrial production: Food, beverages and tobacco (Index base: 2005=100)",2007,100.7,Data refers to food and beverages only.,"United Nations Statistics Division, New York, Environment and energy statistics branch, Industrial and Energy Statistics Section, last accessed November 2015."
392,Japan,"Index of industrial production: Food, beverages and tobacco (Index base: 2005=100)",2008,101.4,Data refers to food and beverages only.,"United Nations Statistics Division, New York, Environment and energy statistics branch, Industrial and Energy Statistics Section, last accessed November 2015."
392,Japan,"Index of industrial production: Food, beverages and tobacco (Index base: 2005=100)",2009,99.2,Data refers to food and beverages only.,"United Nations Statistics Division, New York, Environment and energy statistics branch, Industrial and Energy Statistics Section, last accessed November 2015."
392,Japan,"Index of industrial production: Food, beverages and tobacco (Index base: 2005=100)",2010,99.0,Data refers to food and beverages only.,"United Nations Statistics Division, New York, Environment and energy statistics branch, Industrial and Energy Statistics Section, last accessed November 2015."
392,Japan,"Index of industrial production: Food, beverages and tobacco (Index base: 2005=100)",2011,96.2,Data refers to food and beverages only.,"United Nations Statistics Division, New York, Environment and energy statistics branch, Industrial and Energy Statistics Section, last accessed November 2015."
392,Japan,"Index of industrial production: Food, beverages and tobacco (Index base: 2005=100)",2012,97.8,Data refers to food and beverages only.,"United Nations Statistics Division, New York, Environment and energy statistics branch, Industrial and Energy Statistics Section, last accessed November 2015."
392,Japan,"Index of industrial production: Food, beverages and tobacco (Index base: 2005=100)",2013,98.2,Data refers to food and beverages only.,"United Nations Statistics Division, New York, Environment and energy statistics branch, Industrial and Energy Statistics Section, last accessed November 2015."
392,Japan,"Index of industrial production: Food, beverages and tobacco (Index base: 2005=100)",2014,97.2,Data refers to food and beverages only.,"United Nations Statistics Division, New York, Environment and energy statistics branch, Industrial and Energy Statistics Section, last accessed November 2015."
392,Japan,"Index of industrial production: Textiles, wearing apparel, leather, footwear (Index base: 2005=100)",2007,89.9,,"United Nations Statistics Division, New York, Environment and energy statistics branch, Industrial and Energy Statistics Section, last accessed November 2015."
392,Japan,"Index of industrial production: Textiles, wearing apparel, leather, footwear (Index base: 2005=100)",2008,81.9,,"United Nations Statistics Division, New York, Environment and energy statistics branch, Industrial and Energy Statistics Section, last accessed November 2015."
392,Japan,"Index of industrial production: Textiles, wearing apparel, leather, footwear (Index base: 2005=100)",2009,66.9,,"United Nations Statistics Division, New York, Environment and energy statistics branch, Industrial and Energy Statistics Section, last accessed November 2015."
392,Japan,"Index of industrial production: Textiles, wearing apparel, leather, footwear (Index base: 2005=100)",2010,67.2,,"United Nations Statistics Division, New York, Environment and energy statistics branch, Industrial and Energy Statistics Section, last accessed November 2015."
392,Japan,"Index of industrial production: Textiles, wearing apparel, leather, footwear (Index base: 2005=100)",2011,67.5,,"United Nations Statistics Division, New York, Environment and energy statistics branch, Industrial and Energy Statistics Section, last accessed November 2015."
392,Japan,"Index of industrial production: Textiles, wearing apparel, leather, footwear (Index base: 2005=100)",2012,66.6,,"United Nations Statistics Division, New York, Environment and energy statistics branch, Industrial and Energy Statistics Section, last accessed November 2015."
392,Japan,"Index of industrial production: Textiles, wearing apparel, leather, footwear (Index base: 2005=100)",2013,63.8,,"United Nations Statistics Division, New York, Environment and energy statistics branch, Industrial and Energy Statistics Section, last accessed November 2015."
392,Japan,"Index of industrial production: Textiles, wearing apparel, leather, footwear (Index base: 2005=100)",2014,61.9,,"United Nations Statistics Division, New York, Environment and energy statistics branch, Industrial and Energy Statistics Section, last accessed November 2015."
392,Japan,"Index of industrial production: Chemicals, petroleum, rubber and plastic products (Index base: 2005=100)",2007,101.6,Excluding pharmaceutical products.,"United Nations Statistics Division, New York, Environment and energy statistics branch, Industrial and Energy Statistics Section, last accessed November 2015."
392,Japan,"Index of industrial production: Chemicals, petroleum, rubber and plastic products (Index base: 2005=100)",2008,96.4,Excluding pharmaceutical products.,"United Nations Statistics Division, New York, Environment and energy statistics branch, Industrial and Energy Statistics Section, last accessed November 2015."
392,Japan,"Index of industrial production: Chemicals, petroleum, rubber and plastic products (Index base: 2005=100)",2009,84.3,Excluding pharmaceutical products.,"United Nations Statistics Division, New York, Environment and energy statistics branch, Industrial and Energy Statistics Section, last accessed November 2015."
392,Japan,"Index of industrial production: Chemicals, petroleum, rubber and plastic products (Index base: 2005=100)",2010,91.7,Excluding pharmaceutical products.,"United Nations Statistics Division, New York, Environment and energy statistics branch, Industrial and Energy Statistics Section, last accessed November 2015."
392,Japan,"Index of industrial production: Chemicals, petroleum, rubber and plastic products (Index base: 2005=100)",2011,89.1,Excluding pharmaceutical products.,"United Nations Statistics Division, New York, Environment and energy statistics branch, Industrial and Energy Statistics Section, last accessed November 2015."
392,Japan,"Index of industrial production: Chemicals, petroleum, rubber and plastic products (Index base: 2005=100)",2012,87.1,Excluding pharmaceutical products.,"United Nations Statistics Division, New York, Environment and energy statistics branch, Industrial and Energy Statistics Section, last accessed November 2015."
392,Japan,"Index of industrial production: Chemicals, petroleum, rubber and plastic products (Index base: 2005=100)",2013,87.8,Excluding pharmaceutical products.,"United Nations Statistics Division, New York, Environment and energy statistics branch, Industrial and Energy Statistics Section, last accessed November 2015."
